Gene Symbol,probe1,probe2,probe3,probe4,probe5,probe6,,probe1,probe2,probe3,probe4,probe5,probe6,,probe1,probe2,probe3,probe4,probe5,probe6
BDKRB1,0.234937353,0.31814491,0.053189787,0.027572528,0.496236169,0.272438764,,0.244112929,0.210947025,0.041741995,0.018636164,0.37386617,0.298315949,,0.199656717,0.163380403,0.028852961,0.024535939,0.474879833,0.236081128
HTR3B,0.247470331,0.534282055,0.036660014,0.026578728,0.44457776,0.230067489,,0.355567879,0.603691632,0.046630561,0.017886342,0.670919065,0.356765555,,0.422049342,1.136247263,0.03055316,0.005552531,0.889487069,0.29032621
HTR3A,0.12184532,0.261706112,0.034512905,0.008740866,0.269247796,0.235088407,,0.129118843,0.317563335,0.030121676,0.009626318,0.345801808,0.323480605,,0.178017288,0.312337376,0.054696581,0.028943764,0.457919629,0.383964746
GPR115,0.142265451,0.237143722,0.054875541,0.012593452,0.271146379,0.186622426,,0.116990566,0.260823893,0.036705995,0.01353279,0.206267985,0.148895502,,0.163362491,0.190908862,0.032265732,0.013029635,0.303045075,0.181758813
HTR2C,0.142068995,0.257019753,0.040917178,0.02182636,0.324148592,0.222780672,,0.160975889,0.221100861,0.032937933,0.028568783,0.417592483,0.359051327,,0.15751392,0.282066306,0.044460826,0.021896763,0.573661041,0.274431149
GPR116,0.098274784,0.109606148,0.042616374,0.010788295,0.255382847,0.164280765,,0.096276571,0.158660642,0.034335553,0.017668103,0.236417583,0.157439544,,0.062114411,0.084451802,0.024519939,0.005323203,0.32897325,0.154141141
HTR2A,0.281779708,0.665918638,0.098187028,0.03989143,0.723979377,0.251020134,,0.181838206,0.499325293,0.056051423,0.031732235,0.513545165,0.24716088,,0.105078866,0.227273539,0.029197035,0.019877648,0.316138664,0.185907412
GPR119,0.139272663,0.250269504,0.020769453,0.010628306,0.32272587,0.424823477,,0.137974304,0.228299359,0.01765361,0.011942839,0.276887879,0.400726146,,0.157377075,0.235363247,0.021599692,0.008104817,0.535928048,0.541089246
HTR1F,0.11052958,0.242509478,0.018279157,0.013207548,0.319157114,0.077878991,,0.102271794,0.206650467,0.014452838,0.015299116,0.324186115,0.085822269,,0.130574576,0.17871061,0.020526899,0.012733131,0.500174593,0.091241695
GPR12,0.068288625,0.192795516,0.028542299,0.011736258,0.224123282,0.148165881,,0.07056852,0.220898034,0.019429892,0.013905321,0.228391339,0.147270404,,0.056484974,0.147870652,0.017396897,0.007620423,0.382256565,0.121000198
HTR1E,0.065238074,0.181759461,0.019237759,0.02469454,0.242374911,0.087777707,,0.076047312,0.184335431,0.014819059,0.018462823,0.21677144,0.098105099,,0.076932713,0.326867056,0.056956067,0.016744179,0.561026961,0.158520178
GPR123,0.123310808,0.177728735,0.024910506,0.008012922,0.278283048,0.090635725,,0.068964331,0.126749316,0.017234513,0.005702293,0.189853688,0.085346692,,0.073846825,0.116467257,0.020869755,0.006879311,0.298435756,0.11213219
HTR1D,0.137666836,0.077716,0.021732013,0.007648158,0.253575301,0.150112115,,0.140663758,0.115165784,0.014633585,0.012161448,0.404836761,0.201995515,,0.150645485,0.074929915,0.018616941,0.007417507,0.417336826,0.191176037
GPR124,0.175507561,0.227257931,0.020812583,0.022710681,0.221454829,0.209268315,,0.142060455,0.225415453,0.015199144,0.025764806,0.216764818,0.216885883,,0.110620402,0.123815865,0.009719812,0.014536356,0.405857197,0.17603734
HTR1B,0.208830638,0.742103486,0.073266114,0.037422701,0.636180781,0.17041671,,0.154213251,0.449138268,0.050481537,0.030287924,0.43319988,0.203090972,,0.1169016,0.297141009,0.037498723,0.023885639,0.413825559,0.159490816
GPR126,0.226024222,0.368256195,0.037004224,0.023142621,0.703787666,0.225325588,,0.211896718,0.305400949,0.04023965,0.023476112,0.621858284,0.173098499,,0.168034065,0.207729578,0.032144119,0.01350491,0.683421444,0.141683944
HTR1A,0.124681383,0.617171803,0.019850342,0.019121698,0.336373258,0.364353184,,0.122579419,0.954182077,0.023165507,0.01631285,0.450436219,0.479068736,,0.155410274,0.702135176,0.031325509,0.025685993,0.591286325,0.3918077
GPR128,0.355251655,0.484310149,0.084866025,0.039043172,0.780532839,0.261273593,,0.214032332,0.408428784,0.043412381,0.023582459,0.724937619,0.21777548,,0.323650975,0.454210127,0.06794701,0.019027927,1.116639054,0.205060725
HRH4,0.185755321,0.265314804,0.029497524,0.029042724,0.398360822,0.309084229,,0.131417941,0.240987569,0.031430046,0.020931996,0.395962019,0.31234339,,0.204204169,0.218656685,0.032139725,0.016520182,0.410683192,0.25419178
GPR132,0.111530497,0.26214353,0.017820779,0.007457682,0.328981495,0.189307287,,0.111962221,0.201520868,0.012330711,0.019962873,0.353225981,0.113075245,,0.080203937,0.228766467,0.009331905,0.008375232,0.470665436,0.132646979
OPN5,0.133505876,0.208135131,0.056596634,0.032207688,0.36695116,0.227664712,,0.110679511,0.163838701,0.036821942,0.027186657,0.315924685,0.195959556,,0.113641238,0.17490116,0.046903288,0.026944968,0.663669774,0.25112364
FZD5,0.184393068,0.425991601,0.0661402,0.037529195,1.112814579,0.185508255,,0.124428774,0.353802226,0.033327222,0.019791207,0.768719329,0.196222963,,0.189349316,0.339619931,0.049153387,0.02869278,1.263484492,0.205626921
FZD4,0.132336009,0.279829299,0.053745887,0.025005646,0.494857072,0.166265767,,0.19218872,0.317476856,0.074822407,0.023101947,0.599170469,0.203306918,,0.228232921,0.405138623,0.081117555,0.023432747,0.90923426,0.176176142
BDKRB2,0.133763441,0.212496372,0.016644405,0.026728939,0.276629608,0.18256135,,0.097579316,0.160799601,0.012348555,0.016952632,0.284606107,0.144538687,,0.109323368,0.187383909,0.015918302,0.018626317,0.348100575,0.171908006
FZD3,0.181266652,0.223361513,0.03706326,0.014542904,0.213269641,0.228866171,,0.188276736,0.181450688,0.047912803,0.012424474,0.217947209,0.274886288,,0.181123872,0.164319701,0.032981114,0.009063775,0.302213155,0.25819698
BLR1,0.152626296,0.228687294,0.021621848,0.018318686,0.344474499,0.131861757,,0.168603478,0.187297047,0.022446181,0.017109132,0.371119453,0.146532559,,0.13309005,0.1743253,0.025150719,0.008330554,0.498282468,0.10982812
FZD2,0.132153834,0.22742208,0.018994958,0.012224835,0.218772797,0.123465938,,0.103670704,0.19837729,0.008740501,0.010420544,0.160564658,0.15334864,,0.113974371,0.223828267,0.016214832,0.011407611,0.337395678,0.1482184
BRS3,0.108349637,0.088452854,0.039533725,0.012461906,0.238120447,0.313397703,,0.107503191,0.078584653,0.033543747,0.008017274,0.256721089,0.262345256,,0.119748258,0.072785335,0.03143959,0.007100333,0.415671117,0.243082654
FZD10,0.103385461,0.140936905,0.038701455,0.032962404,0.147891997,0.16083375,,0.09052655,0.16296523,0.042241073,0.035209614,0.161660783,0.177512957,,0.12402772,0.116855603,0.032721145,0.025233769,0.225470713,0.156175271
C17ORF35,0.140999725,0.285165948,0.031415385,0.052528637,0.187909907,0.273733273,,0.11287822,0.289634594,0.025346216,0.049363067,0.198482402,0.265043811,,0.165326889,0.240073174,0.029103341,0.035201974,0.386149956,0.285349647
FZD1,0.14613772,0.200696054,0.055776462,0.037454305,0.402026287,0.260974567,,0.139951614,0.181275872,0.056228089,0.019792262,0.376819474,0.297844438,,0.176086248,0.178426178,0.039739664,0.024369196,0.503989584,0.262019956
C3,0.068626024,0.340591191,0.041787747,0.022845208,0.307200253,0.154213551,,0.06143159,0.301282263,0.035464058,0.018275973,0.289792639,0.165465309,,0.082307368,0.282790296,0.046764719,0.013003408,0.467164361,0.177402336
FY,0.077395499,0.139896366,0.043680844,0.014341668,0.260879477,0.114588675,,0.060583659,0.133531331,0.034727973,0.017200878,0.20110247,0.136410897,,0.07973118,0.135980226,0.051488755,0.016992616,0.401367646,0.115484941
C3AR1,0.225677589,0.37738865,0.043697768,0.028349418,0.492357563,0.199570065,,0.159505952,0.397059444,0.057041621,0.02803093,0.403995015,0.256083583,,0.151629512,0.227721387,0.048689437,0.020326501,0.441425424,0.222867779
FSHR,0.250831347,0.278259911,0.059765829,0.029846413,0.840228653,0.191264085,,0.187451216,0.23390946,0.06689799,0.025077243,0.730581511,0.222017048,,0.251355001,0.294814312,0.064157969,0.020322827,1.004155383,0.185325493
C5,0.181187381,0.301055291,0.04238708,0.024953713,0.256891723,0.166834942,,0.199753922,0.269993294,0.047815694,0.024910297,0.305742268,0.172655535,,0.166686363,0.235128068,0.038676583,0.018844378,0.428178906,0.185980518
FPRL2,0.090545134,0.223123468,0.020893666,0.022176233,0.322484345,0.1104604,,0.103299364,0.230689187,0.026999744,0.02219745,0.343106066,0.171321343,,0.115720495,0.221473049,0.02266914,0.015451688,0.518077906,0.125364444
C5R1,0.097269814,0.431933156,0.025124724,0.016511972,0.24649316,0.326274442,,0.100240495,0.456554548,0.027352972,0.015009303,0.296328658,0.364500946,,0.084262427,0.426625088,0.02423931,0.012206549,0.426145102,0.307621582
FPRL1,0.193394312,0.567609744,0.059165345,0.02560725,0.382333556,0.152158479,,0.173098079,0.479503112,0.069158977,0.024373165,0.325134298,0.192346061,,0.185645916,0.457542518,0.059474903,0.017546484,0.490443528,0.17704392
C7ORF9,0.326185164,0.363557259,0.082843568,0.064685741,0.59631421,0.329233056,,0.242748419,0.263310963,0.065247174,0.044689389,0.476398115,0.348183207,,0.229734748,0.226982345,0.068973775,0.045996663,0.619484774,0.275216093
CALCA,0.072021946,0.192352634,0.010766262,0.008983314,0.194839618,0.114670971,,0.085264703,0.159331489,0.01362561,0.010946777,0.23990331,0.146464226,,0.101710997,0.157641317,0.017039851,0.010586988,0.412240627,0.145395729
HRH3,0.216292873,0.354401783,0.063796844,0.044872821,0.457562351,0.232013382,,0.213843362,0.350030993,0.066443238,0.035255188,0.536913498,0.293173965,,0.118879617,0.274880954,0.038495252,0.025370384,0.571898314,0.243863825
HRH2,0.15110135,0.502919137,0.068626934,0.026621897,0.350885015,0.205281706,,0.162112613,0.566489419,0.069573242,0.025842695,0.406186259,0.26919509,,0.1691625,0.346642581,0.068258408,0.026325308,0.460047701,0.181112858
GPR14,0.049694867,0.13967513,0.007509416,0.009255791,0.208524247,0.147051821,,0.055451636,0.167266957,0.010723843,0.01085711,0.202890937,0.155851791,,0.06277507,0.154205517,0.021706664,0.011079219,0.265858229,0.187679818
HRH1,0.08332937,0.065704179,0.026692427,0.016127299,0.290987064,0.123116697,,0.083724739,0.080696261,0.027323168,0.021795569,0.335261148,0.1535664,,0.070776906,0.051419249,0.020647665,0.018369406,0.502650316,0.108300284
GPR141,0.133821889,0.100821205,0.068828764,0.008624023,0.407869706,0.176399339,,0.140638788,0.125466129,0.043006025,0.008974946,0.295870372,0.186342227,,0.084237553,0.063096552,0.035419991,0.000437445,0.338295194,0.13969514
GPR109A,0.124206579,0.326482173,0.033783845,0.018176007,0.187675141,0.172299266,,0.086236162,0.26121897,0.020805749,0.015849077,0.180351562,0.183347193,,0.115392541,0.182796078,0.016614966,0.014111082,0.220480154,0.138028151
GPR143,0.222024274,0.21422565,0.043902735,0.025724543,0.366676011,0.152282988,,0.248951801,0.243416609,0.039422107,0.023511519,0.41722989,0.172947978,,0.179165424,0.136536224,0.027077792,0.01290387,0.398335532,0.165221724
GPR109B,0.19651958,0.205023657,0.057988706,0.021726278,0.398049981,0.140070707,,0.169429215,0.16885773,0.039849418,0.016616204,0.399615584,0.14405383,,0.159574255,0.126979158,0.046558469,0.020298992,0.558384846,0.134615247
GPR145,0.170771281,0.2123267,0.065324946,0.021801174,0.314413871,0.184290445,,0.157355093,0.206951994,0.046154963,0.020561381,0.267232597,0.185475667,,0.186444914,0.135699712,0.062300253,0.015536379,0.402440313,0.231067569
H963,0.30566476,0.510851678,0.092552193,0.045607957,0.820975814,0.25802842,,0.173334455,0.263308988,0.034224758,0.024454537,0.50511035,0.294496011,,0.085332645,0.127762391,0.017482799,0.013787939,0.407205407,0.193993411
GPR146,0.092047042,0.212301255,0.01515004,0.015911843,0.20365111,0.250178403,,0.107897626,0.289285352,0.008316447,0.015882995,0.164829146,0.277253189,,0.112732279,0.216977038,0.014995408,0.012174138,0.270533761,0.320012681
GRPR,0.108247372,0.210477735,0.02919853,0.028948739,0.367522382,0.132190509,,0.106971848,0.24731475,0.032046567,0.027944928,0.350765522,0.203591581,,0.060404498,0.126917222,0.024303209,0.029465915,0.348511946,0.133828721
GPR15,0.399978261,0.571302503,0.100019038,0.029796397,1.226184057,0.146108585,,0.350886418,0.588982381,0.07362915,0.021261608,0.826694633,0.172590794,,0.280230596,0.270002277,0.044664567,0.01333666,0.881306231,0.184200306
GRM8,0.297752581,0.563438541,0.04557491,0.030873749,0.97399615,0.131907362,,0.233756906,0.5421362,0.02829349,0.022826063,0.828381735,0.187487919,,0.242372732,0.371925615,0.018864612,0.018147052,0.760077751,0.169862915
GPR156,0.170449774,0.307554529,0.092598354,0.012830845,0.278414789,0.246846737,,0.153332017,0.369993945,0.074532107,0.013206865,0.318818132,0.252657727,,0.198944631,0.301488793,0.069792721,0.01149032,0.449134475,0.270716589
GRM7,0.104704652,0.15335614,0.086604307,0.024301171,0.439166805,0.153698019,,0.086969698,0.125818168,0.075878806,0.018757954,0.362363165,0.151363085,,0.058251771,0.094130693,0.053725934,0.010232511,0.51236513,0.106855146
GPR157,0.133947047,0.308424056,0.028286932,0.021072537,0.317609787,0.116630422,,0.164381206,0.321609077,0.023006398,0.024197493,0.273999131,0.144281485,,0.152071041,0.25634815,0.026792353,0.021124918,0.341520021,0.158133162
GRM6,0.15443943,0.221538979,0.083847711,0.030942525,0.493310565,0.183148867,,0.191754783,0.218441297,0.071880367,0.048957837,0.560742404,0.178574328,,0.193564164,0.184950713,0.070717274,0.034159207,0.737642476,0.205432209
GPR160,0.20295374,0.205226235,0.058943049,0.025993699,0.382895294,0.211974634,,0.222313119,0.279025346,0.058444854,0.030090387,0.568400336,0.260720772,,0.17740603,0.13346,0.041850186,0.019333023,0.491733538,0.239691576
GPR161,0.191621645,0.141933445,0.018092002,0.009610918,0.312689861,0.263231541,,0.160675242,0.136772047,0.020540714,0.015808333,0.26213345,0.25168018,,0.176137944,0.114971006,0.022216572,0.010739158,0.607042977,0.25722794
FPR1,0.15102866,0.142040136,0.028157264,0.018561598,0.386026453,0.105442189,,0.174324308,0.136759569,0.028297998,0.018780804,0.435330215,0.155127127,,0.147314819,0.180014455,0.030929793,0.02479479,0.701707163,0.202692907
GPR155,0.157655142,0.419423845,0.045363554,0.032091156,0.381169599,0.201117812,,0.175665728,0.386904442,0.049662581,0.037428449,0.332952198,0.295018671,,0.165766097,0.442670745,0.037615741,0.026607474,0.38847126,0.288298169
CALCR,0.1294423,0.167562203,0.031576018,0.011649643,0.289379976,0.150009965,,0.143517561,0.183505068,0.033988726,0.01236168,0.370378885,0.193676801,,0.13653359,0.168106276,0.0293681,0.010382281,0.479137556,0.119100402
FLJ31393,0.191247695,0.125636702,0.026851016,0.013014658,0.304729305,0.059961336,,0.130966768,0.114509843,0.042855463,0.011824814,0.281383908,0.081711234,,0.1625312,0.136203389,0.037280624,0.011142334,0.509230735,0.069396764
CALCRL,0.137495311,0.142872133,0.041538483,0.008254408,0.30418746,0.131276529,,0.157030428,0.116086539,0.037843923,0.00886284,0.323180526,0.165303013,,0.13536206,0.131503447,0.052473555,0.009192578,0.512478776,0.130093799
ICF45,0.069683988,0.298161521,0.018729272,0.016433671,0.318528176,0.096061635,,0.061421853,0.264117251,0.016435777,0.016736059,0.214767695,0.16882916,,0.079829743,0.257085023,0.01591886,0.012776411,0.35905606,0.148934797
CALM1,0.102060393,0.103785893,0.034237539,0.00671211,0.387527326,0.139980098,,0.132853283,0.111315241,0.044708732,0.011649913,0.41926773,0.183732871,,0.125357431,0.097853205,0.050158262,0.009810803,0.596683701,0.169782106
FLJ11856,0.393690792,0.205332405,0.078749923,0.027732633,0.974283455,0.172527174,,0.253447303,0.115190276,0.057910784,0.019606943,0.478855407,0.153801565,,0.299207081,0.184881475,0.065650895,0.021636093,0.959481089,0.186856831
CASR,0.1148433,0.260497223,0.030756259,0.028043511,0.301900611,0.147855652,,0.150819672,0.261546846,0.029332044,0.030499609,0.326377139,0.206704711,,0.159483825,0.252883664,0.029548419,0.020829066,0.508796439,0.196062026
FLJ10458,0.296264464,0.588150383,0.091022251,0.036453545,0.906447398,0.206743429,,0.080919905,0.233875265,0.043259511,0.019036994,0.347410508,0.270002243,,0.104250485,0.275606252,0.04167845,0.022098985,0.557442763,0.267078643
CCBP2,0.395762537,0.505642366,0.077335588,0.030764784,0.922640771,0.156947226,,0.143822373,0.153765885,0.035718255,0.017416387,0.290269252,0.241033627,,0.143210775,0.168612875,0.035475347,0.012872625,0.437958218,0.293970841
FLJ10060,0.195804678,0.337231832,0.077146834,0.033346544,0.337079847,0.331152417,,0.203073814,0.354545824,0.077930544,0.027992574,0.321923202,0.357362867,,0.223919785,0.276024421,0.06656917,0.022417111,0.426127061,0.401919274
CCL17,0.501104108,0.686390505,0.031598455,0.02712729,0.382084375,0.259294182,,0.365919393,0.502962564,0.035103048,0.020496703,0.441276835,0.228463246,,0.478101768,0.503385784,0.02508545,0.022658538,0.581179362,0.392983327
FKSG83,0.09458176,0.277368361,0.027773307,0.03977562,0.286445617,0.195908835,,0.1025838,0.301179591,0.040480425,0.040201701,0.22596744,0.249245317,,0.106218721,0.29406946,0.028800081,0.02930638,0.414270352,0.240873404
CCL2,0.134790333,0.583464442,0.035168237,0.046556241,0.324914948,0.288049216,,0.114468214,0.511971842,0.024109903,0.027906323,0.320929309,0.293796331,,0.111370072,0.450208551,0.035004982,0.031215061,0.602329419,0.27133888
FKSG79,0.081437994,0.557603761,0.071895955,0.027870311,0.414413059,0.186297355,,0.088389373,0.402083704,0.042865915,0.014986358,0.351815022,0.20698708,,0.11977787,0.388063119,0.054803066,0.017032011,0.595724808,0.234944552
CCL23,0.172676204,0.285372407,0.056020157,0.034406515,0.359322202,0.098830616,,0.158255346,0.31017609,0.053478384,0.033114026,0.446713844,0.12159365,,0.175554372,0.226188071,0.058472115,0.03558888,0.570744219,0.090806491
F2RL3,0.11618202,0.217133651,0.040070997,0.021259795,0.345251713,0.132885658,,0.138865436,0.230733859,0.041715875,0.014367909,0.389051121,0.182195601,,0.141002867,0.19701974,0.039154489,0.022095721,0.513472082,0.140227951
CCL25,0.172658949,0.166829854,0.061791926,0.015378797,0.337758085,0.248217556,,0.138586149,0.135114502,0.044907638,0.010684773,0.313211606,0.252561451,,0.155966893,0.143257293,0.043762829,0.011544353,0.436202761,0.238415117
CCL3,0.084564745,0.084283938,0.026306244,0.00523974,0.139154831,0.15043491,,0.115690931,0.142666868,0.030042077,0.000477181,0.287343987,0.253565687,,0.114968919,0.157433125,0.034798783,0.006795764,0.423871792,0.222086059
GRM5,0.150665815,0.144751739,0.030743423,0.013273506,0.302944561,0.190779594,,0.133784903,0.141963746,0.020316058,0.011498768,0.310204629,0.203973757,,0.122779676,0.196650633,0.021749905,0.005726332,0.411661082,0.202186511
GRM4,0.166462925,0.2614753,0.04302741,0.019587458,0.318673656,0.214676644,,0.155572676,0.225288524,0.027194675,0.022850767,0.345534625,0.217499224,,0.140899276,0.221410702,0.019601218,0.017015125,0.501787759,0.141019161
GPR17,0.089088736,0.073836308,0.012678349,0.012226875,0.303589696,0.123862386,,0.076569833,0.059486559,0.009847319,0.014328943,0.283783679,0.13355882,,0.098255,0.096462621,0.01203067,0.014800712,0.484105483,0.112865611
GRM3,0.220288626,0.246080146,0.053403582,0.027645833,0.275454419,0.114436248,,0.214558038,0.242267707,0.059773871,0.031835016,0.313664578,0.165126636,,0.270199932,0.269617679,0.041562634,0.026686624,0.343815057,0.110810857
