Gene Symbol,probe1,probe2,probe3,probe4,probe5,probe6,,probe1,probe2,probe3,probe4,probe5,probe6,,probe1,probe2,probe3,probe4,probe5,probe6
TBK1,0.092849,0.1096037,0.0265283,0.0153585,0.3891978,0.409443,,0.1127232,0.1987055,0.0139876,0.0197471,0.3340556,0.4928555,,0.1349979,0.1706578,0.0241977,0.0120989,0.4444744,0.2356096
STK36,0.0909801,0.1023959,0.0089942,0.0114158,0.3609802,0.2530493,,0.0793833,0.1016298,0.0070421,0.0096028,0.3018485,0.2682387,,0.1022071,0.0677717,0.0058613,0.0095247,0.365601,0.2128398
TAO1,0.051178,0.1250633,0.0145235,0.0101434,0.1869609,0.1316334,,0.0669495,0.1277325,0.0111582,0.0096901,0.2002611,0.1647309,,0.0572015,0.0818115,0.0212843,0.0086467,0.238118,0.1363525
STK38,0.248595,0.3063241,0.0272219,0.0165834,1.0273902,0.2547746,,0.1848226,0.285238,0.0217528,0.0197614,0.820174,0.1625336,,0.1729169,0.0830679,0.0216994,0.0216994,0.4509402,0.1702045
TAF1L,0.084244,0.1225367,0.0061268,0.0270602,0.3247223,0.1975905,,0.0626777,0.0765303,0.0029522,0.0208926,0.2507107,0.1448853,,0.0972581,0.1018171,0.0136769,0.0334325,0.471854,0.1588043
STK38L,0.1251254,0.1034691,0.0112292,0.0136355,0.3697616,0.4154805,,0.0959989,0.0751534,0.0131656,0.012617,0.5683136,0.4926116,,0.1081795,0.0588226,0.0209598,0.0108179,0.4665241,0.3110161
TAF1,0.1089033,0.1859465,0.0110062,0.0399698,0.426924,0.2096967,,0.0824675,0.1159468,0.0078775,0.0201861,0.3032833,0.1595191,,0.0948907,0.0888338,0.0161516,0.0302843,0.4391218,0.1337555
STK39,0.1832264,0.1595817,0.01587,0.0136258,0.7332262,0.1859515,,0.2576551,0.2754945,0.0282269,0.0124198,0.9764246,0.1167464,,0.1125528,0.0452658,0.0110106,0.0114184,0.2993253,0.0995032
SYK,0.2177725,0.1216964,0.0267849,0.0186329,0.28357,0.2416459,,0.1482727,0.0395394,0.0232294,0.0009885,0.2105472,0.2535463,,0.1809089,0.0613517,0.0204506,0.0078656,0.352379,0.1793358
STK4,0.1380705,0.2221664,0.004614,0.0181947,0.4794163,0.1755045,,0.1358447,0.2034946,0.0034506,0.0199772,0.3246288,0.14547,,0.0945671,0.1043755,0.0044415,0.0129544,0.2788897,0.150271
STK6,0.2019608,0.1151808,0.0568015,0.0205116,0.462301,0.2051165,,0.1869801,0.0209547,0.0257904,0.0096714,0.4287646,0.1773087,,0.2142154,0.0557547,0.0440169,0.0146723,0.4166929,0.1687313
,,,,,,,,,,,,,,,,,,,,
siCONTROL,0.2225855,0.1806372,0.0168932,0.0125908,0.5150217,0.2296086,,0.1205643,0.0826558,0.0089495,0.0149439,0.3470023,0.1667468,,0.1210612,0.1064183,0.0077339,0.0096931,0.2524342,0.1493157
siCONTROL,0.2475551,0.2979168,0.0186304,0.0275628,1.2551297,0.197959,,0.2283668,0.1284457,0.0247044,0.0169789,0.5786425,0.2326116,,0.150043,0.1089255,0.0149682,0.0173127,0.4501291,0.1482396
siCONTROL,0.1709948,0.126434,0.0176478,0.0151267,0.4695581,0.2083703,,0.1467581,0.116726,0.0105581,0.0176555,0.2999683,0.1756756,,0.075438,0.0835001,0.0080621,0.0138207,0.2329365,0.1632571
siCONTROL,0.2809881,0.3624404,0.0230407,0.0241207,0.9504273,0.1895455,,0.1854061,0.2918323,0.017451,0.0222848,0.6811606,0.2526701,,0.1466703,0.0827551,0.0137338,0.0151424,0.3419372,0.1186744
,,,,,,,,,,,,,,,,,,,,
analyte1,0.1663802,0.1084594,0.0022714,0.0187391,0.1470733,0.1942049,,0.118863,0.0582488,0.0035481,0.0141926,0.2374304,0.1321686,,0.1337797,0.0360993,0.0021235,0.0153953,0.240485,0.1666938
analyte1,0.1612663,0.0667419,0.0102189,0.0196394,0.2632953,0.1734012,,0.1579315,0.0532814,0.0065577,0.0176238,0.1655822,0.1277387,,0.118964,0.0576285,0.0074142,0.0202205,0.2901643,0.1068317
analyte1,0.1368818,0.0756109,0.00239,0.0134709,0.1985872,0.1785981,,0.1403959,0.0606255,0.0063816,0.0182332,0.2260921,0.1864348,,0.1473964,0.0677428,0.0066998,0.0186107,0.2181168,0.155585
analyte1,0.1383128,0.0666568,0.0074989,0.0183306,0.2055251,0.1272034,,0.1269782,0.0382873,0.0041195,0.0172051,0.1383675,0.181259,,0.0974039,0.0706591,0.0066037,0.0122168,0.1657518,0.0858475
analyte1,0.1199148,0.0505067,0.002169,0.0123943,0.1577173,0.1834355,,0.1567048,0.0424591,0.0052527,0.015758,0.2713883,0.2136088,,0.1357588,0.0351605,0.00293,0.0166036,0.2055915,0.1172018
analyte1,0.1273067,0.0313684,0.0089624,0.0195543,0.225893,0.158064,,0.0937387,0.0753279,0.0049336,0.0146805,0.1608841,0.1777306,,0.1104989,0.0511058,0.0116024,0.0146411,0.2254178,0.1149189
,,,,,,,,,,,,,,,,,,,,
GNG11,0.199088351,0.190734605,0.024772028,0.021857672,0.491158014,0.07789785,,0.285927836,0.253451498,0.079682898,0.039053824,0.543828595,0.164666348,,0.342034858,0.206241171,0.06603052,0.046065007,0.769779578,0.182169748
GNB4,0.103319971,0.299989802,0.039651986,0.025560407,0.33215735,0.270161712,,0.091482985,0.265311649,0.051415933,0.020583187,0.271998113,0.347327532,,0.129242429,0.194816901,0.040893926,0.025145158,0.582191724,0.290334858
ADCYAP1R1,0.098041383,0.121478731,0.023556766,0.018140852,0.242525454,0.150138819,,0.114088616,0.085792713,0.026258791,0.016238401,0.29977898,0.190989609,,0.114042987,0.107803425,0.029656918,0.015683338,0.448530806,0.177325151
GNB3,0.105452211,0.29877234,0.104441466,0.017008637,0.452780495,0.300271724,,0.094243992,0.263078383,0.099634838,0.02196578,0.442394265,0.294420658,,0.109415862,0.33500723,0.119159918,0.015995315,0.818594836,0.305671503
ADMR,0.28192377,0.532494787,0.066208543,0.016205651,0.394555775,0.330999065,,0.189266474,0.28819613,0.060920454,0.009596383,0.362547936,0.284567246,,0.218916764,0.29080162,0.057239918,0.01121963,0.591366531,0.283578182
GNB1,0.145130436,0.100844714,0.021229228,0.023942679,0.27500751,0.267478859,,0.140758058,0.100911766,0.019545622,0.021289238,0.278589333,0.365777909,,0.162432957,0.119307575,0.019628728,0.020446176,0.531201826,0.300382341
ADORA1,0.210915469,0.25194661,0.032592683,0.019279693,0.585622101,0.265558509,,0.129208033,0.23677321,0.025742017,0.016067643,0.566359952,0.291787324,,0.16601697,0.220619471,0.024068881,0.016397117,0.708727776,0.26992334
GNAZ,0.106143885,0.086919393,0.028521083,0.051388455,0.382165683,0.08497403,,0.095996327,0.05117377,0.0157613,0.027791014,0.211271853,0.081608155,,0.117938477,0.074825397,0.025790747,0.033993734,0.47871823,0.068075944
ADORA2A,0.137407321,0.296657849,0.065820989,0.01997722,0.290607339,0.171184166,,0.090839922,0.224684415,0.076234043,0.022908669,0.295626208,0.265861419,,0.098567804,0.234504528,0.053556299,0.017712403,0.37125615,0.261256484
GNAT2,0.100839554,0.103675373,0.01879588,0.0165778,0.302854625,0.202397997,,0.094257132,0.091616234,0.032874105,0.01243814,0.306351643,0.270051509,,0.067311909,0.112668675,0.019292044,0.009346073,0.423976441,0.199614625
ADORA2B,0.16292134,0.159823312,0.028937174,0.0188519,0.290582352,0.178837262,,0.149446623,0.152116615,0.028050537,0.018606613,0.283588535,0.210484926,,0.157852577,0.126939686,0.024800449,0.017507752,0.383254986,0.208222715
GNAT1,0.063457506,0.07602233,0.020024681,0.016527535,0.322533248,0.112054847,,0.077054062,0.077211073,0.025802049,0.01453536,0.308987027,0.127811255,,0.101730227,0.092394839,0.019512492,0.020583766,0.43768178,0.118289064
ADORA3,0.082592463,0.139561922,0.031539863,0.035164475,0.307125052,0.147814005,,0.137991249,0.209742499,0.027946171,0.029625791,0.347546291,0.263092917,,0.117667234,0.141422998,0.043755429,0.036171514,0.525585091,0.230242666
GNAS,0.160797078,0.084748716,0.064300226,0.017777252,0.337360227,0.122314401,,0.144847942,0.080249309,0.067956984,0.022527662,0.291191877,0.171394176,,0.153291953,0.090272045,0.070993448,0.024941652,0.442128814,0.150839366
ADRA1A,0.117606893,0.193525688,0.052830539,0.026156211,0.229852141,0.133913046,,0.096896428,0.242675597,0.047706964,0.028803669,0.218557991,0.127318919,,0.160624838,0.260747418,0.045547043,0.029094176,0.436362962,0.12733582
GNAQ,0.057702664,0.065009534,0.031396332,0.0259702,0.335451756,0.101631918,,0.04119956,0.038371849,0.021624013,0.021246198,0.226393912,0.106632418,,0.055012283,0.052169375,0.024905757,0.021577803,0.383118851,0.125168775
ADRA1B,0.142820225,0.236813118,0.044085097,0.034976758,0.294280466,0.181469819,,0.156050681,0.240858049,0.032008697,0.023104387,0.317790227,0.266064843,,0.190655434,0.18804059,0.041309787,0.026181723,0.454307814,0.233168049
GNAO1,0.168492066,0.231387133,0.018534069,0.019079275,0.430615913,0.17482642,,0.146619582,0.170424784,0.014745732,0.015299284,0.333430985,0.283771945,,0.199487826,0.19338932,0.027636096,0.015257285,0.473793917,0.260786908
ADRA1D,0.175606107,0.204329927,0.020783397,0.058030352,0.207810661,0.183196903,,0.220993428,0.311873749,0.015792541,0.043250725,0.218453274,0.206692291,,0.159909781,0.227626169,0.024147316,0.032639339,0.423022614,0.200012109
ADRA2A,0.326485226,0.386817109,0.098966766,0.043335032,0.806063517,0.158268433,,0.197622823,0.185054052,0.047681528,0.033341773,0.489559002,0.215044152,,0.342624446,0.261236335,0.083696768,0.037119362,0.837180461,0.179940427
LPHN1,0.180229585,0.210014127,0.036134546,0.032933477,0.322958695,0.286589543,,0.150007632,0.12557321,0.022867694,0.02662784,0.253692353,0.206070365,,0.11758537,0.102255709,0.025811741,0.0300637,0.369398748,0.199868174
LOC115131,0.231969132,0.441545482,0.067029437,0.03343716,0.357360033,0.106789192,,0.209063477,0.465980223,0.075894871,0.035258055,0.385353752,0.148181516,,0.271633791,0.421437475,0.053096454,0.041660295,0.797096972,0.121963472
GNG12,0.072909124,0.104053393,0.013554996,0.014216635,0.253635247,0.166058371,,0.067039353,0.127726021,0.013994007,0.01316652,0.20155335,0.182939209,,0.061521594,0.116200459,0.014619512,0.011450027,0.404749539,0.19902687
LHCGR,0.116020939,0.096093345,0.012039361,0.011785136,0.247291734,0.165474927,,0.113711912,0.084158439,0.013116376,0.012211582,0.241523535,0.152555235,,0.11382733,0.083135538,0.013992572,0.011078482,0.358650426,0.209992309
GNG3,0.138256742,0.115331807,0.015272767,0.015840998,0.362019514,0.15129447,,0.137130685,0.110406457,0.010474551,0.016820579,0.295655175,0.122010794,,0.159977153,0.117756423,0.021436982,0.012574766,0.540420982,0.138877675
LGR7,0.096024764,0.067242067,0.00704264,0.011754223,0.261937996,0.177846767,,0.100246289,0.093557285,0.009833786,0.010442454,0.259786949,0.183506947,,0.10048991,0.095990361,0.007949202,0.004464936,0.41910407,0.218793415
GNG4,0.091892348,0.090782961,0.013308976,0.008834817,0.363186766,0.136007851,,0.115613067,0.091343836,0.006768228,0.015216988,0.347128371,0.197468812,,0.080960591,0.078871988,0.011962449,0.005716437,0.459641159,0.214383724
GPSM2,0.165055068,0.362041176,0.020766791,0.020859707,0.397377956,0.162485575,,0.189937083,0.475851569,0.031464396,0.019326171,0.525354362,0.194055409,,0.20111307,0.301088742,0.024813898,0.01875564,0.781476981,0.180902872
GNG5,0.171877789,0.16700202,0.037913403,0.008769728,0.425623012,0.19806494,,0.148760691,0.165075705,0.028225628,0.009684453,0.357919607,0.169863475,,0.160783067,0.132246237,0.029933452,0.006297051,0.54079498,0.172135726
LANCL1,0.187812151,0.273423893,0.039442149,0.029203658,0.629254146,0.150848389,,0.171388652,0.240825237,0.038984712,0.027320582,0.561387886,0.193281856,,0.167846628,0.155184568,0.029122738,0.021012868,0.927693265,0.144132179
GNG7,0.149339319,0.557469624,0.02258462,0.03046809,0.260699259,0.180362298,,0.104206377,0.605261453,0.015214463,0.026370607,0.196308879,0.192088093,,0.161738056,0.380435687,0.015734594,0.026140006,0.379550364,0.232092443
KCNJ9,0.083406042,0.123721142,0.037589543,0.01696181,0.458914265,0.067882441,,0.068360444,0.098100266,0.023443282,0.012939804,0.582489975,0.046817219,,0.069093278,0.092759949,0.031854024,0.011562785,0.682545738,0.067328263
GNRHR,0.230516871,0.279512778,0.064042729,0.020901986,0.498873592,0.235518894,,0.1868331,0.302200951,0.045355042,0.019709096,0.395598049,0.22927548,,0.209773201,0.203893587,0.059089876,0.013825379,0.580284321,0.245638348
KCNJ6,0.119236185,0.317178169,0.027441675,0.034432237,0.403642995,0.14028224,,0.086242969,0.231336668,0.021512662,0.027666986,0.455804671,0.194712942,,0.140096679,0.32108973,0.05051234,0.026871501,0.653353748,0.202657486
GNRHR2,0.332193019,0.313960379,0.071261593,0.030513692,0.816589212,0.125524951,,0.193252045,0.214117059,0.041535599,0.023602285,0.327976829,0.141083791,,0.363275031,0.25807298,0.071631852,0.026100362,1.048884214,0.201501996
KCNJ5,0.286634098,0.766081571,0.046350145,0.037691425,0.313748619,0.237451495,,0.252831543,0.710002881,0.044117323,0.049033065,0.309560086,0.252919324,,0.295364051,0.592444114,0.052328877,0.034806473,0.554672751,0.201536248
GPBAR1,0.188854105,0.281610628,0.064687033,0.017827919,0.392325342,0.157654288,,0.147842117,0.390642879,0.059238754,0.015363228,0.439193767,0.168235837,,0.177322763,0.261371159,0.040763146,0.015085517,0.606138445,0.193955605
KCNJ3,0.088695819,0.105629316,0.02116105,0.017254315,0.305157395,0.089733303,,0.078620604,0.128282652,0.022451425,0.017879906,0.320941928,0.111013402,,0.102627444,0.101935856,0.030349529,0.015099668,0.416929666,0.106029497
GPR119,0.168430468,0.325238944,0.0518837,0.031447427,0.643817613,0.347700626,,0.12495212,0.255851049,0.014718084,0.009441489,0.315478705,0.405696785,,0.147259183,0.176216822,0.020997524,0.008301347,0.466369774,0.517848713
GPR,0.157102628,0.289073931,0.054167781,0.033041294,0.46685991,0.289251185,,0.11432067,0.193025223,0.031665263,0.019469703,0.401350792,0.207769147,,0.169800335,0.273462898,0.081129383,0.023521638,0.922241698,0.214939913
GNAI3,0.109108431,0.12587392,0.03052352,0.022461797,0.283903014,0.11706878,,0.093980068,0.124243087,0.027450254,0.01644677,0.253678443,0.178197982,,0.079206294,0.099670103,0.027561617,0.019575977,0.408490232,0.16590337
GNAI1,0.106752097,0.366830525,0.070236266,0.027448836,0.597339256,0.345345826,,0.112207847,0.387017408,0.058941016,0.021707887,0.53248739,0.427379292,,0.124872983,0.455668972,0.05082584,0.031449804,0.912413871,0.419087466
ADRA2B,0.35352892,0.386877087,0.046039648,0.058697035,0.630717175,0.334917873,,0.3594016,0.444489871,0.054739509,0.046648681,0.697173285,0.367541365,,0.388979896,0.516076487,0.069908136,0.04331161,1.288614925,0.348807205
GNA15,0.226404568,0.192619011,0.022992217,0.011883196,0.301815132,0.221962462,,0.220387295,0.205986502,0.022010194,0.012067243,0.26591054,0.261858533,,0.265047294,0.184171055,0.027449123,0.011962794,0.428321134,0.261932805
ADRA2C,0.051651957,0.098501021,0.031475039,0.013399635,0.240498217,0.129519208,,0.0476331,0.073148815,0.024711809,0.008235055,0.204039351,0.139730182,,0.05523311,0.080105346,0.034035469,0.011108359,0.259149929,0.149470217
GNA14,0.282786029,0.385344474,0.034341286,0.029721382,0.418525651,0.334860902,,0.279488435,0.477073776,0.046507901,0.022093426,0.473912514,0.344117259,,0.326001348,0.50063588,0.057424661,0.022611368,0.85734355,0.363885273
ADRB1,0.176047176,0.218406439,0.019999987,0.030167033,0.263474516,0.067411933,,0.165254554,0.17463026,0.018464227,0.035582633,0.288028434,0.068918475,,0.167662024,0.1775045,0.023122866,0.02721746,0.405982829,0.076051284
GNA13,0.356019451,0.226279817,0.096906027,0.057671926,0.639434859,0.215595752,,0.425788881,0.279238701,0.158347337,0.057363675,0.775300718,0.336585523,,0.455836768,0.323384144,0.145163923,0.043364762,1.284864612,0.242478779
ADRB2,0.161328288,0.541948715,0.090566888,0.049550162,0.321859984,0.257216208,,0.201357407,0.460539199,0.062258077,0.040569697,0.367697117,0.367341292,,0.213235048,0.438597995,0.072709247,0.031922956,0.604251806,0.338285317
GLP2R,0.127195855,0.059561823,0.023182231,0.009668696,0.25879083,0.107401766,,0.124417122,0.053990938,0.02168267,0.007736028,0.204937188,0.109267582,,0.144858044,0.065918407,0.02767116,0.012070806,0.38696081,0.117852599
ADRB3,0.135854961,1.74666278,0.07446124,0.021514174,0.417113617,0.234735142,,0.149560215,1.588747323,0.105539176,0.024242433,0.397214385,0.223340095,,0.134679852,1.320019772,0.051450513,0.011978272,0.566232708,0.191884317
GLP1R,0.136206051,0.11481316,0.035293364,0.01543407,0.282527639,0.125223024,,0.12902915,0.106197163,0.041216917,0.012833165,0.264283373,0.179652217,,0.144891935,0.139573651,0.046925035,0.015322809,0.487630886,0.162099489
ADRBK1,0.141765414,0.412842913,0.01814628,0.012508069,0.358015421,0.197211467,,0.13067577,0.332899578,0.01481586,0.007640995,0.328615901,0.185502124,,0.142394461,0.346430252,0.025543526,0.012843076,0.459701969,0.194432349
GIT2,0.322638503,0.515707587,0.08684062,0.051927163,0.633755622,0.217270522,,0.265528219,0.471171767,0.073451806,0.038043901,0.484808208,0.263721498,,0.281562081,0.411355929,0.073459259,0.031665287,0.866848247,0.25904189
ADRBK2,0.098431946,0.099757818,0.056033799,0.021733059,0.22598348,0.12377561,,0.101015448,0.112809659,0.048047472,0.014761514,0.251933746,0.204773205,,0.122055665,0.123143038,0.051519105,0.016052244,0.332188524,0.173809981
GIT1,0.205682442,0.444787032,0.100788059,0.044819972,0.321375348,0.256562017,,0.195903094,0.353066677,0.101860006,0.032562994,0.291661602,0.368165384,,0.222056842,0.323394681,0.08156798,0.032324278,0.399480714,0.246852936
AGTR1,0.210579567,0.370101364,0.033688104,0.02347398,0.596858007,0.267456355,,0.194692063,0.359574774,0.030283691,0.02220688,0.451248325,0.292919321,,0.215030486,0.265005503,0.026599821,0.018558247,0.631406791,0.249295452
GIPR,0.173906322,0.098154738,0.043217171,0.014302232,0.276595616,0.219599116,,0.155075173,0.105508566,0.036675786,0.011890537,0.269827609,0.226239354,,0.162158134,0.123994769,0.050074085,0.01389846,0.405316706,0.269590493
AGTR2,0.081040175,0.080088962,0.018797404,0.012278211,0.33391561,0.107471164,,0.089650018,0.104434167,0.038792888,0.014980872,0.456320004,0.116660919,,0.076996055,0.078187674,0.029478896,0.01191072,0.630606768,0.133745526
AGTRL1,0.236152288,0.315245494,0.019978422,0.052597616,0.328693406,0.23989449,,0.203043137,0.307932133,0.030229394,0.029238063,0.29768425,0.279648225,,0.253959943,0.238089421,0.024184906,0.03236765,0.521873729,0.248136188
OR10A5,0.078676257,0.138496895,0.059676665,0.022944442,0.391274483,0.169211061,,0.076785009,0.132283633,0.046179598,0.021181116,0.448631887,0.17170389,,0.070868231,0.15670588,0.064788644,0.029424089,0.61488694,0.213522891
OR5P2,0.196552835,0.337488366,0.025214914,0.027609133,0.241383548,0.306707942,,0.17930574,0.326129101,0.020307198,0.024693005,0.253587076,0.331908314,,0.165494454,0.19517585,0.011221892,0.014013885,0.320024646,0.245911027
GPR1,0.181917826,0.103271129,0.043204594,0.015357228,0.312629641,0.152235319,,0.145929945,0.104346959,0.025835942,0.012946471,0.252005887,0.147677927,,0.148317051,0.101191142,0.035026014,0.01313933,0.50576539,0.123355984
OR5P3,0.201413707,0.245381068,0.037160515,0.037356541,0.357210728,0.204499433,,0.219968503,0.213949883,0.034807629,0.035018925,0.370447204,0.201731062,,0.165935376,0.146583954,0.024234094,0.025073819,0.475407163,0.135960014
GPR10,0.132784731,0.096184639,0.048305735,0.023230112,0.285341927,0.135195259,,0.123267446,0.089289256,0.050433546,0.025995783,0.237905865,0.146133255,,0.115070915,0.083763129,0.044442769,0.018661546,0.398692571,0.139047547
IL8RB,0.097294381,0.131634763,0.056204742,0.028504497,0.275446479,0.122581867,,0.088595648,0.109650376,0.053840327,0.026948683,0.312288348,0.161650269,,0.101555506,0.089991803,0.045569518,0.024868561,0.447227991,0.162216722
GPR100,0.318513327,0.244764222,0.114740514,0.035946744,0.616857313,0.266845128,,0.261783299,0.297616708,0.100922794,0.032913884,0.669708032,0.223572007,,0.220478507,0.210313236,0.103815435,0.025353791,0.915082311,0.291496837
IL8RA,0.135510875,0.19214988,0.07257554,0.019934648,0.328857394,0.348540413,,0.125377384,0.194078473,0.075576638,0.022075956,0.338009949,0.32424401,,0.162832049,0.216817977,0.065977281,0.006388103,0.447365905,0.387419072
GPR101,0.145293424,0.069869278,0.014603643,0.010870913,0.229792881,0.167804794,,0.173437324,0.064976002,0.016009281,0.011811936,0.24685634,0.226539258,,0.164525378,0.052734414,0.024224871,0.006756597,0.430115062,0.251986602
IL8,0.126131778,0.081162878,0.023329113,0.013220514,0.166299435,0.127342347,,0.10385912,0.095635761,0.025750067,0.009786774,0.192125229,0.123998378,,0.101788041,0.071144352,0.019286401,0.00997358,0.315469854,0.129011328
TRAR5,0.132071237,0.124560696,0.030153538,0.029659614,0.326313868,0.142535633,,0.117700355,0.122564273,0.023214302,0.020008317,0.258488969,0.145351972,,0.125244226,0.132079991,0.031984868,0.016685776,0.453985908,0.145126536
HTR7,0.116811901,0.169969849,0.044098735,0.013966567,0.28577667,0.19339024,,0.119717087,0.20723862,0.032249588,0.01908208,0.321132576,0.233087336,,0.134643947,0.141771023,0.033597421,0.018010313,0.386503253,0.240101556
GPR105,0.274788241,0.183437708,0.042504454,0.014158856,0.435373792,0.156965085,,0.228097903,0.143853236,0.028674676,0.014232288,0.265394436,0.125538276,,0.177624686,0.092289179,0.021045749,0.011831168,0.292500891,0.140341754
HTR6,0.231708304,0.262362966,0.04676823,0.023312639,0.332077877,0.153673576,,0.218077677,0.310593915,0.032391295,0.017523536,0.388661123,0.16987218,,0.213652703,0.230553388,0.043087051,0.016729142,0.491462376,0.169603521
GPR110,0.109844118,0.17725144,0.06839392,0.020591952,0.540039995,0.142746714,,0.115444435,0.175080524,0.034514989,0.017539066,0.422085638,0.150821822,,0.123710633,0.106489636,0.040356428,0.013704174,0.703116125,0.133808446
HTR5A,0.25253471,0.10959625,0.02268811,0.021708337,0.420251713,0.096791884,,0.20234593,0.084885285,0.017003716,0.022690989,0.387657384,0.14496736,,0.278522511,0.117379594,0.027886798,0.019849466,0.636351439,0.15097178
GPR111,0.079620239,0.192955369,0.054230536,0.010671958,0.421643214,0.250042379,,0.067623971,0.182608538,0.052838023,0.013408826,0.431878096,0.259261464,,0.089606547,0.106476177,0.048212423,0.010284059,0.579920285,0.266618159
HTR4,0.118565468,0.180543262,0.01399998,0.013524044,0.272840489,0.266418217,,0.128613046,0.196606028,0.014319367,0.012475177,0.332991566,0.295742769,,0.19604883,0.17945038,0.027053163,0.011662735,0.523493664,0.289226356
GPR112,0.106416319,0.214046847,0.029782719,0.013208551,0.334895158,0.232957096,,0.102417286,0.222245748,0.029610359,0.024762876,0.296823143,0.287738845,,0.118558035,0.173903478,0.036356879,0.012939028,0.53334133,0.310885514
GPR113,0.112303838,0.091761625,0.011369653,0.010145044,0.241980315,0.138632929,,0.135984714,0.094693594,0.006452771,0.016830152,0.269480974,0.130134201,,0.172024111,0.092252783,0.012673093,0.010156805,0.425319324,0.191071245
GHSR,0.179013836,0.930301314,0.051060127,0.05594021,0.446940718,0.297801252,,0.149545655,0.659493119,0.040607479,0.033360826,0.396444374,0.334287636,,0.131765124,0.316944083,0.021001144,0.024974942,0.466223906,0.326931061
GHRHR,0.120423351,0.469367861,0.055643963,0.01841043,0.363076503,0.193670606,,0.102722014,0.504584525,0.060112887,0.016989136,0.335670082,0.185925385,,0.157436729,0.433184402,0.07662269,0.01285804,0.540272715,0.229453506
AKT1,0.069726274,0.274937365,0.022876808,0.019687507,0.421977728,0.200691655,,0.080924679,0.241699781,0.021832459,0.013303019,0.407458466,0.185184162,,0.089052146,0.216052546,0.022697593,0.011444857,0.504470252,0.226774665
GCGR,0.157552821,0.110928468,0.037090445,0.034933702,0.246305549,0.054123182,,0.109775137,0.081938469,0.027763785,0.033157111,0.209674656,0.072368048,,0.169388731,0.103981838,0.033379071,0.026097339,0.315066256,0.090705279
ARL3,0.139066297,0.21540169,0.022617191,0.026159349,0.275113895,0.152565009,,0.113980761,0.197600667,0.019851709,0.021674648,0.250807706,0.222594254,,0.104376869,0.152016093,0.017253004,0.015186401,0.385792726,0.18789089
GCG,0.281951822,0.210012523,0.0512486,0.015672576,0.337981886,0.276006385,,0.196360793,0.178327507,0.056264853,0.012685657,0.31996987,0.332266427,,0.258821175,0.17772173,0.041931655,0.012667714,0.490777235,0.340511636
ARRB1,0.094587419,0.173565049,0.039713449,0.013257918,0.240044597,0.10872578,,0.11818095,0.166227106,0.040341393,0.0141199,0.257677861,0.133084525,,0.132862487,0.175241437,0.025640696,0.01390314,0.419809258,0.124061629
GALR2,0.189065429,0.24814302,0.02722645,0.045357255,0.272418237,0.105959608,,0.202181323,0.306006585,0.024390561,0.046080106,0.288505955,0.147753918,,0.21412911,0.356097704,0.030866029,0.034044888,0.49697804,0.126900719
AVPR1A,0.14485555,0.200654822,0.014719277,0.022080776,0.289618057,0.130270254,,0.139805672,0.256387178,0.011262609,0.027359615,0.334552967,0.162913348,,0.141627145,0.228984874,0.012962179,0.021221991,0.528938703,0.12577812
GABBR1,0.131777055,0.093216245,0.024565482,0.009874481,0.282308666,0.15869146,,0.178208244,0.090679725,0.031891184,0.009584069,0.226259041,0.185823319,,0.192745882,0.076498297,0.016497139,0.006890988,0.380833439,0.173296716
AVPR1B,0.153599128,0.552235396,0.036357951,0.035207787,0.281029129,0.373971647,,0.160542093,0.64945973,0.063333247,0.026598155,0.35186374,0.393726439,,0.153295957,0.454184833,0.039179445,0.019771962,0.391502867,0.389916307
FZD9,0.20743834,1.043843161,0.044227197,0.02496212,0.448098629,0.1730381,,0.135047379,1.24885987,0.038147555,0.014421469,0.382464136,0.271014693,,0.20431335,1.054771758,0.048714246,0.01890874,0.616467234,0.24343956
AVPR2,0.252661707,0.948658188,0.059922918,0.041940963,0.448008049,0.302256007,,0.206696572,0.643829708,0.067148659,0.02491927,0.437315643,0.319177244,,0.241415232,0.590402429,0.060664652,0.021879383,0.611700234,0.322555457
FZD8,0.102708375,0.245410783,0.037780885,0.013547922,0.206102013,0.110104149,,0.110395395,0.195368924,0.039592811,0.014949084,0.168198252,0.162554742,,0.141166031,0.235117158,0.033496445,0.013141001,0.306501778,0.163223461
BAI1,0.159437033,0.080888678,0.0237034,0.021719213,0.38549695,0.050118521,,0.126161148,0.08350737,0.013546971,0.021811116,0.355168376,0.066413197,,0.167124175,0.071301091,0.021259331,0.01725599,0.583569558,0.054969419
FZD7,0.509785916,0.623942527,0.116197826,0.058350402,1.025075296,0.414390894,,0.423022837,0.627653815,0.151101015,0.053946416,1.140411212,0.515359113,,0.549383573,0.663745367,0.154409222,0.046761503,1.806599028,0.43552485
BAI2,0.252555924,0.333560623,0.064100792,0.035121109,0.507416925,0.365472061,,0.248441614,0.320581884,0.056030905,0.025769488,0.375881545,0.413361937,,0.27680396,0.240009813,0.043752625,0.02570172,0.589057529,0.333384868
FZD6,0.314093293,0.494702711,0.087093354,0.038014746,0.855018519,0.165747932,,0.377461383,0.573282412,0.105357716,0.030709143,1.120622641,0.252491136,,0.405172314,0.42154375,0.081672595,0.023396914,1.250670701,0.196321615
BAI3,0.073620805,0.205384689,0.027136366,0.015397169,0.287053764,0.106139772,,0.070422034,0.190628927,0.021268182,0.008065568,0.301885763,0.126543932,,0.086104362,0.183180471,0.022831304,0.012027402,0.449779787,0.119099108
